"","id","speaker_id","utterance_order","transcript_id","corpus_id","gloss","num_tokens","stem","part_of_speech","speaker_code","speaker_name","speaker_role","target_child_id","target_child_age","target_child_name","target_child_sex","type","media_end","media_start","media_unit","collection_id","collection_name","num_morphemes","language","corpus_name"
"1",3377176,5041,1,8399,75,"have you ever been to the doctor's office",8,"have you ever be to the doctor office","aux pro:per adv cop prep det:art n n","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",10,"eng","PetersonMcCabe"
"2",3377266,5041,4,8399,75,"have you ever been in the hospital",7,"have you ever be in the hospital","aux pro:per adv cop prep det:art n","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",8,"eng","PetersonMcCabe"
"3",3377322,5041,7,8399,75,"uhhuh",1,"uhhuh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
"4",3377382,5041,11,8399,75,"have you ever gotten a shot",6,"have you ever get a shot","v pro:per adv part det:art n","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",7,"eng","PetersonMcCabe"
"5",3377414,5041,13,8399,75,"uhhuh",1,"uhhuh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
"6",3377492,5041,16,8399,75,"uhhuh",1,"uhhuh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
"7",3377546,5041,19,8399,75,"",0,"","","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",NA,"eng","PetersonMcCabe"
"8",3377559,5041,21,8399,75,"how'd you get the poison ivy",6,"how you get the poison ivy","adv:int pro:per v det:art n n","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",7,"eng","PetersonMcCabe"
"9",3377653,5041,26,8399,75,"uhhuh",1,"uhhuh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
"10",3377829,5041,35,8399,75,"",0,"","","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",NA,"eng","PetersonMcCabe"
"11",3377846,5041,37,8399,75,"have you ever gotten jabbed with anything",7,"have you ever get jab with anything","v pro:per adv part part prep pro:indef","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",9,"eng","PetersonMcCabe"
"12",3377893,5041,39,8399,75,"uhhuh",1,"uhhuh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
"13",3377906,5041,41,8399,75,"oh what happened",3,"oh what happen","co pro:int v","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",4,"eng","PetersonMcCabe"
"14",3377947,5041,43,8399,75,"uhhuh",1,"uhhuh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
"15",3378088,5041,48,8399,75,"have you ever been on a trip",7,"have you ever be on a trip","aux pro:per adv cop prep det:art n","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",8,"eng","PetersonMcCabe"
"16",3378138,5041,51,8399,75,"oh really",2,"oh real","co adv","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",4,"eng","PetersonMcCabe"
"17",3378144,5041,52,8399,75,"what happened",2,"what happen","pro:int v","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",3,"eng","PetersonMcCabe"
"18",3378161,5041,54,8399,75,"oh",1,"oh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
"19",3378177,5041,56,8399,75,"well you don't have to make a needle",8,"well you do have to make a needle","co pro:per mod v inf v det:art n","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",9,"eng","PetersonMcCabe"
"20",3378202,5041,58,8399,75,"okay what happened at the zoo",6,"okay what happen at the zoo","co pro:int v prep det:art n","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",7,"eng","PetersonMcCabe"
"21",3378223,5041,60,8399,75,"uhhuh",1,"uhhuh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
"22",3378266,5041,65,8399,75,"have you ever been in a car wreck",8,"have you ever be in a car wreck","aux pro:per adv cop prep det:art n n","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",9,"eng","PetersonMcCabe"
"23",3378348,5041,71,8399,75,"uhhuh",1,"uhhuh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
"24",3378419,5041,76,8399,75,"have you ever seen a car wreck",7,"have you ever see a car wreck","aux pro:per adv part det:art n n","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",8,"eng","PetersonMcCabe"
"25",3378516,5041,81,8399,75,"uhhuh",1,"uhhuh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
"26",3378638,5041,86,8399,75,"oh",1,"oh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
"27",3378747,5041,92,8399,75,"have you ever ripped anything",5,"have you ever rip anything","aux pro:per adv part pro:indef","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","question",NA,NA,NA,3,"Eng-NA",6,"eng","PetersonMcCabe"
"28",3378786,5041,94,8399,75,"uhhuh",1,"uhhuh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
"29",3378813,5041,96,8399,75,"uhhuh",1,"uhhuh","co","INV",NA,"Investigator",5040,104.002135567465,"Mary","female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","PetersonMcCabe"
