"","id","speaker_id","utterance_order","transcript_id","corpus_id","gloss","num_tokens","stem","part_of_speech","speaker_code","speaker_name","speaker_role","target_child_id","target_child_age","target_child_name","target_child_sex","type","media_end","media_start","media_unit","collection_id","collection_name","num_morphemes","language","corpus_name"
"1",3070148,4858,1,6915,68,"hello Chi",2,"hello Chi","co n:prop","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",335.01,332.13,"s",3,"Eng-NA",2,"eng","Rollins"
"2",3070159,4858,2,6915,68,"how are you today",4,"how be you today","adv:int aux pro:per adv:tem","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",336.508,335.01,"s",3,"Eng-NA",5,"eng","Rollins"
"3",3070178,4858,4,6915,68,"",0,"","","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",338.981,337.776,"s",3,"Eng-NA",NA,"eng","Rollins"
"4",3070183,4858,5,6915,68,"I love you",3,"I love you","pro:sub v pro:per","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",340.681,338.981,"s",3,"Eng-NA",3,"eng","Rollins"
"5",3070199,4858,7,6915,68,"I love you",3,"I love you","pro:sub v pro:per","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",341.873,340.681,"s",3,"Eng-NA",3,"eng","Rollins"
"6",3070218,4858,8,6915,68,"uh",1,"","","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",342.205,341.873,"s",3,"Eng-NA",NA,"eng","Rollins"
"7",3070230,4858,9,6915,68,"does that taste good",4,"do that taste good","mod pro:dem n adj","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",343.658,342.205,"s",3,"Eng-NA",5,"eng","Rollins"
"8",3070240,4858,10,6915,68,"come here give me kisses",5,"come here give me kiss","v adv v pro:obj n","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",345.285,343.658,"s",3,"Eng-NA",6,"eng","Rollins"
"9",3070260,4858,11,6915,68,"give me kisses huh",4,"give me kiss huh","v pro:obj n co","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",346.12,345.285,"s",3,"Eng-NA",5,"eng","Rollins"
"10",3070280,4858,12,6915,68,"",0,"","","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",346.736,346.12,"s",3,"Eng-NA",NA,"eng","Rollins"
"11",3070286,4858,13,6915,68,"",0,"","","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",347.453,346.736,"s",3,"Eng-NA",NA,"eng","Rollins"
"12",3070293,4858,14,6915,68,"",0,"","","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",347.891,347.453,"s",3,"Eng-NA",NA,"eng","Rollins"
"13",3070296,4858,15,6915,68,"high",1,"high","adj","MOT",NA,"Mother",4857,6.00012320581531,NA,"male","declarative",349.488,347.891,"s",3,"Eng-NA",1,"eng","Rollins"
