"","id","speaker_id","utterance_order","transcript_id","corpus_id","gloss","num_tokens","stem","part_of_speech","speaker_code","speaker_name","speaker_role","target_child_id","target_child_age","target_child_name","target_child_sex","type","media_end","media_start","media_unit","collection_id","collection_name","num_morphemes","language","corpus_name"
"1",1828412,3502,1,5337,48,"um the last thing that I'm gonna have you guys to do together is um",15,"the last thing that I gonna have you guy to do together be","det:art adj n pro:rel pro:sub mod:aux v pro:per n inf v adv cop","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","self interruption",NA,NA,NA,3,"Eng-NA",16,"eng","HSLLD"
"2",1828428,3502,2,5337,48,"and if you don't mind we are going to video tape your hands",13,"and if you do mind we be go to video tape your hand","coord conj pro:per mod v pro:sub aux part prep n n det:poss n","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","question",NA,NA,NA,3,"Eng-NA",17,"eng","HSLLD"
"3",1828455,3502,3,5337,48,"I'll try to",3,"I try to","pro:sub v prep","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","trail off",NA,NA,NA,3,"Eng-NA",4,"eng","HSLLD"
"4",1828463,3278,4,5337,48,"oh God",2,"oh God","co n:prop","MOT",NA,"Mother",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","HSLLD"
"5",1828475,3502,5,5337,48,"I know",2,"I know","pro:sub v","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","HSLLD"
"6",1828481,3278,6,5337,48,"",0,"","","MOT",NA,"Mother",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",NA,"eng","HSLLD"
"7",1828484,3502,7,5337,48,"we'll put in a disclaimer about your finger nails",9,"we put in a disclaimer about your finger nail","pro:sub v prep det:art n prep det:poss n n","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",12,"eng","HSLLD"
"8",1828501,3278,8,5337,48,"I know",2,"I know","pro:sub v","MOT",NA,"Mother",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","HSLLD"
"9",1828506,3502,9,5337,48,"she was stenciling the night before",6,"she be stencil the night before","pro:sub aux part det:art n adv","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",9,"eng","HSLLD"
"10",1828524,3278,11,5337,48,"no Chi",2,"no Chi","co n:prop","MOT",NA,"Mother",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","HSLLD"
"11",1828539,3278,13,5337,48,"the nail polish remover isn't going to take this off honey",11,"the nail polish remove be go to take this off honey","det:art n n n cop part inf v pro:dem prep n","MOT",NA,"Mother",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",16,"eng","HSLLD"
"12",1828556,3502,14,5337,48,"uh now",2,"now","adv","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",1,"eng","HSLLD"
"13",1828574,3502,16,5337,48,"xxx",1,"","","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",NA,"eng","HSLLD"
"14",1828581,3502,17,5337,48,"wait a minute Chi we brought all of these things uh a visit or so back",16,"wait a minute Chi we bring all of these thing a visit or so back","v det:art n n:prop pro:sub v pro:indef prep pro:dem n det:art n coord adv adv","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",17,"eng","HSLLD"
"15",1828609,3502,19,5337,48,"they're just things to play with",6,"they just thing to play with","pro:sub adv n inf v prep","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",8,"eng","HSLLD"
"16",1828624,3502,20,5337,48,"um xxx",2,"","","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",NA,"eng","HSLLD"
"17",1828638,3502,22,5337,48,"bring it all out here",5,"bring it all out here","v pro:per adv adv adv","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",5,"eng","HSLLD"
"18",1828650,3502,23,5337,48,"oh",1,"oh","co","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","imperative_emphatic",NA,NA,NA,3,"Eng-NA",1,"eng","HSLLD"
"19",1828657,3502,24,5337,48,"it's freezing",2,"it freeze","pro:per part","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",4,"eng","HSLLD"
"20",1828666,3502,25,5337,48,"it was sitting in my car",6,"it be sit in my car","pro:per aux part prep det:poss n","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",9,"eng","HSLLD"
"21",1828680,3502,26,5337,48,"feel it",2,"feel it","v pro:per","INV","Ellen","Investigator",3276,101.264913037229,NA,"female","declarative",NA,NA,NA,3,"Eng-NA",2,"eng","HSLLD"
